@timestamp,_source_ip,_store_id,_store_name,_timestamp,_trace_id,bytes,client_ip,file,hostname,message,method,path,rt,status,store_name,time_local,timestamp,user_agent,_id
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,380,203.0.113.45,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.45 - - [24/ 5/2026:15:06:13 +0800] ""PUT /api/v1/users HTTP/1.1"" 504 380 ""-"" ""Googlebot/2.1"" 1.779",PUT,/api/v1/users,1.779,504,app-nginx,24/ 5/2026:15:06:13 +0800,1779693987858,Googlebot/2.1,iQYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,4549,10.0.0.1,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"10.0.0.1 - - [24/ 5/2026:15:06:13 +0800] ""POST /api/v1/payments HTTP/1.1"" 404 4549 ""-"" ""PostmanRuntime/7.36"" 1.073",POST,/api/v1/payments,1.073,404,app-nginx,24/ 5/2026:15:06:13 +0800,1779693987858,PostmanRuntime/7.36,igYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,7118,203.0.113.45,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.45 - - [24/ 5/2026:15:06:13 +0800] ""DELETE /api/v1/login HTTP/1.1"" 403 7118 ""-"" ""Mozilla/5.0 (Macintosh) Safari/17.4"" 1.484",DELETE,/api/v1/login,1.484,403,app-nginx,24/ 5/2026:15:06:13 +0800,1779693987858,Mozilla/5.0 (Macintosh) Safari/17.4,iwYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,803,198.51.100.7,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"198.51.100.7 - - [24/ 5/2026:15:06:13 +0800] ""GET /api/v1/users HTTP/1.1"" 504 803 ""-"" ""Mozilla/5.0 (iPhone) Mobile Safari"" 0.979",GET,/api/v1/users,0.979,504,app-nginx,24/ 5/2026:15:06:13 +0800,1779693987858,Mozilla/5.0 (iPhone) Mobile Safari,jAYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,3572,10.0.0.42,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"10.0.0.42 - - [24/ 5/2026:15:06:13 +0800] ""POST /static/app.js HTTP/1.1"" 200 3572 ""-"" ""python-requests/2.31"" 0.841",POST,/static/app.js,0.841,200,app-nginx,24/ 5/2026:15:06:13 +0800,1779693987858,python-requests/2.31,jQYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,4637,172.16.5.30,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"172.16.5.30 - - [24/ 5/2026:15:06:13 +0800] ""DELETE /static/main.css HTTP/1.1"" 200 4637 ""-"" ""Mozilla/5.0 (Windows NT 10.0) Chrome/124.0"" 1.220",DELETE,/static/main.css,1.220,200,app-nginx,24/ 5/2026:15:06:13 +0800,1779693987858,Mozilla/5.0 (Windows NT 10.0) Chrome/124.0,jgYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,4291,172.16.5.30,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"172.16.5.30 - - [24/ 5/2026:15:06:13 +0800] ""DELETE /static/app.js HTTP/1.1"" 201 4291 ""-"" ""Mozilla/5.0 (Windows NT 10.0) Chrome/124.0"" 0.325",DELETE,/static/app.js,0.325,201,app-nginx,24/ 5/2026:15:06:13 +0800,1779693987858,Mozilla/5.0 (Windows NT 10.0) Chrome/124.0,jwYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,2291,203.0.113.10,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.10 - - [24/ 5/2026:15:07:13 +0800] ""POST /static/main.css HTTP/1.1"" 200 2291 ""-"" ""python-requests/2.31"" 0.475",POST,/static/main.css,0.475,200,app-nginx,24/ 5/2026:15:07:13 +0800,1779693987858,python-requests/2.31,kAYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,1261,192.0.2.99,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"192.0.2.99 - - [24/ 5/2026:15:07:13 +0800] ""GET /api/v1/products HTTP/1.1"" 404 1261 ""-"" ""curl/7.88.1"" 1.744",GET,/api/v1/products,1.744,404,app-nginx,24/ 5/2026:15:07:13 +0800,1779693987858,curl/7.88.1,kQYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,4572,203.0.113.45,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.45 - - [24/ 5/2026:15:07:13 +0800] ""POST /api/v1/users HTTP/1.1"" 200 4572 ""-"" ""python-requests/2.31"" 0.477",POST,/api/v1/users,0.477,200,app-nginx,24/ 5/2026:15:07:13 +0800,1779693987858,python-requests/2.31,kgYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,3811,10.0.0.1,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"10.0.0.1 - - [24/ 5/2026:15:07:13 +0800] ""POST /api/v1/logout HTTP/1.1"" 500 3811 ""-"" ""python-requests/2.31"" 0.178",POST,/api/v1/logout,0.178,500,app-nginx,24/ 5/2026:15:07:13 +0800,1779693987858,python-requests/2.31,kwYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,3554,192.0.2.99,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"192.0.2.99 - - [24/ 5/2026:15:07:13 +0800] ""GET /api/v1/payments HTTP/1.1"" 404 3554 ""-"" ""Mozilla/5.0 (Macintosh) Safari/17.4"" 0.233",GET,/api/v1/payments,0.233,404,app-nginx,24/ 5/2026:15:07:13 +0800,1779693987858,Mozilla/5.0 (Macintosh) Safari/17.4,lAYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,2884,203.0.113.45,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.45 - - [24/ 5/2026:15:07:13 +0800] ""POST /api/v1/login HTTP/1.1"" 200 2884 ""-"" ""python-requests/2.31"" 1.879",POST,/api/v1/login,1.879,200,app-nginx,24/ 5/2026:15:07:13 +0800,1779693987858,python-requests/2.31,lQYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,5804,10.0.0.1,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"10.0.0.1 - - [24/ 5/2026:15:07:13 +0800] ""GET /api/v1/logout HTTP/1.1"" 200 5804 ""-"" ""curl/7.88.1"" 1.458",GET,/api/v1/logout,1.458,200,app-nginx,24/ 5/2026:15:07:13 +0800,1779693987858,curl/7.88.1,lgYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,4291,203.0.113.22,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.22 - - [24/ 5/2026:15:08:13 +0800] ""PUT /health HTTP/1.1"" 201 4291 ""-"" ""Mozilla/5.0 (Windows NT 10.0) Chrome/124.0"" 1.833",PUT,/health,1.833,201,app-nginx,24/ 5/2026:15:08:13 +0800,1779693987858,Mozilla/5.0 (Windows NT 10.0) Chrome/124.0,lwYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,2059,203.0.113.45,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.45 - - [24/ 5/2026:15:08:13 +0800] ""POST /api/v1/login HTTP/1.1"" 200 2059 ""-"" ""python-requests/2.31"" 1.941",POST,/api/v1/login,1.941,200,app-nginx,24/ 5/2026:15:08:13 +0800,1779693987858,python-requests/2.31,mAYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,5441,203.0.113.10,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"203.0.113.10 - - [24/ 5/2026:15:08:13 +0800] ""GET /static/main.css HTTP/1.1"" 504 5441 ""-"" ""Mozilla/5.0 (iPhone) Mobile Safari"" 0.678",GET,/static/main.css,0.678,504,app-nginx,24/ 5/2026:15:08:13 +0800,1779693987858,Mozilla/5.0 (iPhone) Mobile Safari,mQYHXp4BZtjezSlATe7I
2026-05-25T15:26:27.94+08:00,127.0.0.1,6,app-nginx,1779693987940,9b6797a568ab3e39,1452,172.16.5.30,/tmp/lca-samples/nginx/access2.log,CdeMacBook-Air.local,"172.16.5.30 - - [24/ 5/2026:15:08:13 +0800] ""GET /static/app.js HTTP/1.1"" 504 1452 ""-"" ""PostmanRuntime/7.36"" 0.863",GET,/static/app.js,0.863,504,app-nginx,24/ 5/2026:15:08:13 +0800,1779693987858,PostmanRuntime/7.36,mgYHXp4BZtjezSlATe7I
